# provenance: 
label,area_px,centroid_y,centroid_x,equivalent_diameter_px,eccentricity,mean_intensity,bbox_y0,bbox_x0,bbox_y1,bbox_x1,touches_edge,source
1,23,28.0,526.0,5.4115163798060095,0.9377154924749757,0.2007059505541347,27,522,30,531,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
2,12,39.166666666666664,615.0,3.9088200952233594,0.5563486402641867,0.17543218954248363,38,613,42,618,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
3,26,46.19230769230769,612.4230769230769,5.753627391751592,0.8950454179588554,0.14209776772247357,43,610,51,616,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
4,95,49.96842105263158,502.9263157894737,10.998079684646791,0.029180492418421262,0.22259168627450976,45,498,56,509,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
5,171,60.31578947368421,514.5263157894736,14.755472278097805,0.2120984180067044,0.22785880059626196,53,508,68,522,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
6,145,62.0,468.0,13.58748446131949,0.0,0.23154100067613256,56,462,69,475,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
7,165,74.95757575757575,426.4060606060606,14.494292838262302,0.3105559099927499,0.24401574569221637,68,420,83,434,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
8,130,74.5,656.9076923076923,12.865501965161373,0.3172353471535707,0.2274886153846154,69,651,81,664,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
9,116,99.5,563.3620689655172,12.153015559492998,0.04543621390351366,0.22203541920216363,94,558,106,570,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
10,139,103.93525179856115,527.1942446043165,13.303394180365686,0.2302142175960016,0.2351911017068698,98,521,111,534,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
11,129,104.76744186046511,478.7674418604651,12.815923738491737,0.3146835829425312,0.23150325277397796,99,473,112,486,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
12,142,120.97887323943662,277.1901408450704,13.446189622059965,0.1062869037120033,0.23075097763048888,115,271,128,285,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
13,93,124.08602150537635,646.8709677419355,10.881694613449236,0.2047245495333376,0.22669119544592034,119,642,130,653,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
14,130,132.1846153846154,678.7846153846153,12.865501965161373,0.3436564870503486,0.22934998793363492,126,673,139,686,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031421585.jpg
