# provenance: 
label,area_px,centroid_y,centroid_x,equivalent_diameter_px,eccentricity,mean_intensity,bbox_y0,bbox_x0,bbox_y1,bbox_x1,touches_edge,source
1,514,37.81712062256809,503.4591439688716,25.582125126616702,0.8361881744801605,0.30194582894636457,28,489,57,526,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
2,281,39.01779359430605,467.38078291814946,18.91508160359296,0.8145941629874099,0.17692820738259712,32,456,47,481,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
3,514,46.92412451361868,626.3793774319066,25.582125126616702,0.6382691241712698,0.2723653124284734,33,615,61,638,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
4,1516,58.62203166226913,404.87730870712403,43.934395976484154,0.9087830086695223,0.1959584766413161,37,374,82,445,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
5,156,47.833333333333336,663.5384615384615,14.093451279891855,0.5216908919321817,0.273590992961287,41,658,57,671,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
6,275,55.56727272727273,695.5745454545455,18.712051592547777,0.9795048938802611,0.22564470873440282,46,679,66,715,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
7,615,60.75772357723577,442.62764227642276,27.982893345973448,0.9207049315685099,0.21817408257611987,50,423,73,463,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
8,176,63.36363636363637,547.8068181818181,14.96964127403822,0.6372461654392012,0.26632529411764705,56,540,72,556,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
9,188,65.74468085106383,362.6808510638298,15.471555655790098,0.598803725302364,0.3402465373383396,57,353,73,370,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
10,87,79.42528735632185,684.9655172413793,10.524820207108489,0.6615733294467728,0.2564322019382466,73,681,86,690,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
11,127,79.83464566929133,637.6614173228346,12.716187407449045,0.6572529237849004,0.2728174895785085,74,630,87,645,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
12,108,81.8425925925926,545.4722222222222,11.726460285670077,0.5290071766480446,0.20812947349310087,75,539,88,552,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
13,182,85.43956043956044,378.2912087912088,15.222667215103916,0.817615038030364,0.2976236349924586,76,373,96,386,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
14,490,92.49183673469388,766.3387755102041,24.977737626138797,0.6836956216901703,0.2732195782312925,76,754,108,777,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
15,129,84.51937984496124,477.95348837209303,12.815923738491737,0.40429842900434365,0.22623685970512233,79,472,91,485,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
16,452,99.04646017699115,294.7278761061947,23.98967015655475,0.9961448377879587,0.17346250824223497,80,263,119,330,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
17,94,90.93617021276596,464.75531914893617,10.940041919714261,0.22287116494852083,0.20623258239465994,86,459,97,471,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
18,641,107.92511700468019,307.3166926677067,28.568278705151968,0.9754921323272544,0.17434943623627297,91,283,127,333,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
19,28,92.89285714285714,629.8571428571429,5.970821321441846,0.8552534924688956,0.11128033613445383,91,626,96,634,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
20,20,92.0,686.5,5.046265044040321,0.9187795405622853,0.13511013725490192,91,683,94,691,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
21,99,98.13131313131314,356.1818181818182,11.227230955528665,0.7908087559668282,0.2787854466230937,92,351,106,363,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
22,136,109.58823529411765,688.9558823529412,13.159049284959082,0.9402896881121277,0.17593957035755478,103,680,116,700,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
23,104,108.97115384615384,495.47115384615387,11.507254783503184,0.3034427003249245,0.21753635369532434,104,490,115,502,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
24,176,119.2215909090909,824.3352272727273,14.96964127403822,0.963628345959033,0.153727205882353,110,813,130,837,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031445353.jpg
