# provenance: 
label,area_px,centroid_y,centroid_x,equivalent_diameter_px,eccentricity,mean_intensity,bbox_y0,bbox_x0,bbox_y1,bbox_x1,touches_edge,source
1,45,69.5111111111111,150.9111111111111,7.569397566060481,0.3414399600634471,0.31395114596949897,66,147,74,155,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
2,61,81.0,244.7704918032787,8.812923024107548,0.2603012862918379,0.317024275152684,77,241,86,250,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
3,48,97.10416666666667,311.0,7.817640190446719,0.3008104211401708,0.3205212581699346,94,307,102,316,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
4,58,97.5,397.86206896551727,8.593479713983122,0.338404061190076,0.3095168965517241,94,394,102,403,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
5,55,117.85454545454546,206.0,8.368283871884005,0.34754753377221426,0.322958467023173,114,202,123,211,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
6,73,126.79452054794521,400.52054794520546,9.640875829802336,0.549538964800726,0.30741858716089177,122,396,132,406,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
7,73,134.93150684931507,271.5342465753425,9.640875829802336,0.7691396294108411,0.32954839108246037,130,267,141,277,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
8,27,133.22222222222223,205.0,5.863230142835039,0.673046397354189,0.2944459114015977,131,202,136,209,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
9,49,135.3469387755102,312.6530612244898,7.898654169668588,0.4138506212220425,0.31676420968387353,132,309,140,317,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
10,49,138.42857142857142,304.38775510204084,7.898654169668588,0.2679241877453862,0.3160127651060424,135,301,143,309,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
11,48,146.08333333333334,299.0,7.817640190446719,0.2916666666666664,0.31922463235294113,143,295,151,304,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
12,48,156.27083333333334,270.625,7.817640190446719,0.3786036861596796,0.3286039379084968,153,267,161,275,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
13,45,162.0,258.0,7.569397566060481,0.0,0.34272793028322435,159,255,166,262,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
14,72,177.59722222222223,288.7361111111111,9.574614729634384,0.7574540394139677,0.3342196241830065,172,284,183,294,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
15,57,179.3684210526316,384.8421052631579,8.51907589177983,0.48125939961771613,0.32314176126591,176,381,184,390,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
16,55,183.0909090909091,307.09090909090907,8.368283871884005,0.25955133606312786,0.3386164064171124,179,303,188,312,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
17,69,185.30434782608697,425.231884057971,9.373021315815206,0.25361702596901164,0.3234638306337029,181,421,191,430,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
18,50,186.54,197.4,7.978845608028654,0.05405473483130438,0.33848559215686275,183,194,191,202,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
19,47,190.29787234042553,212.70212765957447,7.735777827895049,0.29800446389196517,0.33751439299123903,187,209,195,217,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
20,48,199.0,237.25,7.817640190446719,0.4579913728019072,0.344089272875817,196,234,203,242,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
21,56,201.5,320.7142857142857,8.444016491289505,0.10141851056742227,0.3339875910364146,198,317,206,325,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
22,108,206.25,207.12037037037038,11.726460285670077,0.7567221843920061,0.33861160856935374,200,202,215,214,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
23,24,206.5,245.5,5.527906391541368,0.0,0.32220705882352946,204,243,210,249,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
24,65,212.35384615384615,151.56923076923076,9.09728368293446,0.2505374876058967,0.3464786907993967,208,147,217,157,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
25,65,215.2,83.8923076923077,9.09728368293446,0.33280961889090044,0.3587117526395173,211,80,220,89,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
26,48,214.625,245.27083333333334,7.817640190446719,0.3786036861596796,0.33425329248366015,211,242,219,250,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
27,60,217.85,463.85,8.740387444736633,0.3897992597447133,0.3224114248366014,214,460,223,469,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
28,35,221.6,238.28571428571428,6.6755811781245455,0.32534598495507727,0.3480803361344539,219,235,226,242,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
29,81,229.9506172839506,352.3703703703704,10.155412503859614,0.7796053611769733,0.3336856790123457,224,349,237,357,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
30,59,228.88135593220338,341.08474576271186,8.667244841319219,0.34301905410734607,0.33654366234629446,225,337,234,346,False,/Users/samgreenberg/Documents/Blenny/example_plates/gm091.jpg
