# provenance: 
label,area_px,centroid_y,centroid_x,equivalent_diameter_px,eccentricity,mean_intensity,bbox_y0,bbox_x0,bbox_y1,bbox_x1,touches_edge,source
1,261,36.83524904214559,535.8007662835249,18.229523339239496,0.8504787240768533,0.2558909743820901,28,525,51,552,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
2,312,37.875,468.6121794871795,19.931149940667517,0.9624391430698229,0.19957169431875313,32,445,49,486,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
3,90,43.666666666666664,546.0,10.704744696916627,0.7604790091598751,0.20871054030501096,38,542,52,552,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
4,475,49.33263157894737,659.458947368421,24.592453796829673,0.7824123336366594,0.24758748895768834,38,645,63,676,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
5,140,46.135714285714286,420.4142857142857,13.351162356249091,0.9126785371915267,0.204258106442577,42,411,51,430,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
6,25,50.88,444.88,5.641895835477563,0.7876625783511082,0.14709444705882355,49,442,54,449,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
7,179,55.28491620111732,497.2122905027933,15.09668435477122,0.9469468117580581,0.20708538065505536,50,485,61,514,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
8,278,62.435251798561154,549.7086330935252,18.81384047546846,0.6539467791021191,0.20638305120609396,52,536,72,561,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
9,27,55.74074074074074,394.3333333333333,5.863230142835039,0.6727536583993017,0.19101588961510524,53,392,59,398,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
10,160,58.0875,472.04375,14.27299292922217,0.8373573944019214,0.2088734117647059,53,463,66,482,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
11,71,64.04225352112677,722.169014084507,9.507891862878783,0.6344987671340622,0.18501059928196634,59,718,70,727,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
12,223,65.51569506726457,435.9013452914798,16.85029431422316,0.9449320054825019,0.20244534423634927,60,422,72,452,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031539648.jpg
