# provenance: 
label,area_px,centroid_y,centroid_x,equivalent_diameter_px,eccentricity,mean_intensity,bbox_y0,bbox_x0,bbox_y1,bbox_x1,touches_edge,source
1,25,66.08,699.16,5.641895835477563,0.8194973712759949,0.25045033725490196,64,696,70,703,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
2,64,80.84375,727.6875,9.0270333367641,0.8447496486455006,0.1777298774509804,77,722,86,734,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
3,15,87.86666666666666,745.1333333333333,4.370193722368317,0.8389447469496873,0.1888761045751634,86,743,90,749,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
4,158,105.31012658227849,771.8037974683544,14.183506197980657,0.9855892457592556,0.16333537850583266,95,759,116,786,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
5,96,105.05208333333333,328.9791666666667,11.055812783082736,0.19818913209915479,0.1942583660130719,100,324,111,335,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
6,82,123.54878048780488,661.7926829268292,10.217907939900583,0.2683487711786562,0.19437560497369685,119,657,129,668,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
7,155,129.45806451612904,364.6967741935484,14.048207338801282,0.154725582337322,0.19576430107526888,123,358,137,372,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
8,16,130.6875,809.25,4.51351666838205,0.9160718551477346,0.11733580882352945,128,807,134,813,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
9,37,134.7027027027027,435.86486486486484,6.863662517577698,0.47759030389455653,0.18751317435082143,132,433,139,440,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
10,71,153.6056338028169,323.4366197183099,9.507891862878783,0.23423293466375833,0.1873624026512013,149,319,159,329,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
11,78,165.3846153846154,399.87179487179486,9.965574970333758,0.16854807018558735,0.1859124082453494,161,395,171,405,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
12,107,177.55140186915887,466.01869158878503,11.67204486311899,0.3497586618336627,0.18556080630382998,172,461,184,472,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
13,39,197.4102564102564,798.0,7.046725639945928,0.41344911529736134,0.1754812066365008,194,795,201,802,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
14,73,209.1095890410959,847.2328767123288,9.640875829802336,0.39328534641617846,0.1884717217297878,205,843,214,853,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
15,123,211.66666666666666,470.8780487804878,12.514330345744634,0.3168571552016994,0.18250364418938306,206,465,218,478,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
16,105,220.4857142857143,571.8571428571429,11.562445770562215,0.457371649804542,0.18561019981325858,215,567,227,578,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
17,101,222.1089108910891,305.55445544554453,11.340070282773887,0.2413994085041491,0.18147855562026796,217,300,228,312,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
18,61,241.75409836065575,548.327868852459,8.812923024107548,0.35575497815652607,0.1798517132754741,238,544,247,553,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
19,39,250.5897435897436,151.0,7.046725639945928,0.41344911529736134,0.18752009049773768,248,148,255,155,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
20,112,255.23214285714286,484.3125,11.941642642883693,0.3293024267117053,0.18184168067226886,250,479,262,491,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
21,59,253.864406779661,783.3898305084746,8.667244841319219,0.2689915541760637,0.18293926221335993,250,779,259,788,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
22,82,269.8780487804878,500.4878048780488,10.217907939900583,0.19048911775060764,0.18036761836441897,265,496,276,506,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
23,39,271.84615384615387,250.51282051282053,7.046725639945928,0.4456402311843801,0.18318886877828058,269,247,276,255,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
24,76,283.7763157894737,249.69736842105263,9.83698151873187,0.32742205217938053,0.18912879772961821,279,245,289,255,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
25,46,289.5,624.1739130434783,7.653039857325812,0.16888080133695046,0.17738283034953115,286,621,294,629,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
26,32,294.15625,287.625,6.383076486422923,0.5344883724417774,0.17485148284313723,291,285,298,291,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
27,102,298.79411764705884,568.0490196078431,11.396070970426017,0.18995437929467135,0.18330250288350639,294,563,305,574,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
28,117,314.61538461538464,324.45299145299145,12.205286835384658,0.1861579661631776,0.190215468409586,309,319,321,331,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
29,91,314.3626373626374,909.5604395604396,10.764051215546116,0.224428840643998,0.19675403145873738,309,905,320,916,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
30,81,319.2716049382716,769.4444444444445,10.155412503859614,0.20680590161279844,0.18343554587267008,315,765,325,775,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
31,97,321.37113402061857,448.6701030927835,11.11324596323283,0.3360899278368646,0.18365353951890037,316,444,328,455,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
32,87,324.60919540229884,186.5632183908046,10.524820207108489,0.3052682387778222,0.18822054541356767,320,182,330,193,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
33,108,325.9166666666667,168.94444444444446,11.726460285670077,0.2668358963145601,0.18683848583877985,321,163,332,175,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
34,76,327.6842105263158,659.921052631579,9.83698151873187,0.19591285168455522,0.1845837512899897,323,655,333,665,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
35,133,332.45112781954884,326.0,13.013103375051497,0.329005169147683,0.19006078136517765,326,320,339,333,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
36,103,337.4757281553398,761.0485436893204,11.451797811161432,0.26688181767358765,0.18697699600228437,332,756,344,767,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
37,97,343.16494845360825,630.1443298969073,11.11324596323283,0.17483881142967958,0.17916074792803724,338,625,349,636,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
38,88,348.6363636363636,666.1931818181819,10.585134856802455,0.3895112531897585,0.18815968805704095,344,661,354,672,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
39,28,349.2142857142857,338.5,5.970821321441846,0.1904761904761901,0.17127941176470587,347,336,353,342,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
40,14,358.64285714285717,291.2142857142857,4.222008245644752,0.6292889820590861,0.1527317927170868,357,289,361,294,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
41,115,375.76521739130436,157.7826086956522,12.100518486599809,0.2160379318838334,0.1843087945439045,370,152,382,164,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
42,46,378.30434782608694,647.7826086956521,7.653039857325812,0.33287788609300556,0.17521019607843138,375,644,383,652,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
43,54,378.3888888888889,728.3888888888889,8.291859587312052,0.36869417820062067,0.1809643572984749,375,725,383,733,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
44,54,380.3888888888889,459.6111111111111,8.291859587312052,0.3686941782006208,0.1768053304284677,377,456,385,464,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
45,40,380.675,293.025,7.136496464611085,0.32222568890289804,0.18074206862745093,378,290,385,297,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
46,112,387.42857142857144,423.8125,11.941642642883693,0.3014313836350217,0.1830954131652661,382,418,394,430,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
47,72,388.2916666666667,900.5694444444445,9.574614729634384,0.32288836349173533,0.20536547385620918,384,896,394,906,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
48,188,397.3776595744681,605.2021276595744,15.471555655790098,0.8412594924074049,0.18656445974134336,388,598,407,613,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
49,62,392.5483870967742,305.741935483871,8.884866446580956,0.32240981514769607,0.1815042188488298,389,302,398,311,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
50,127,394.74015748031496,485.7795275590551,12.716187407449045,0.2477903213260262,0.18156972672533572,389,480,402,493,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
51,94,399.63829787234044,57.92553191489362,10.940041919714261,0.40287826061718995,0.20566148936170217,395,53,405,64,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
52,89,399.5056179775281,511.438202247191,10.645107772184812,0.21637161409968644,0.1819878916060806,395,506,405,517,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
53,130,403.8615384615385,589.4615384615385,12.865501965161373,0.22092460546929665,0.18779479034690796,398,583,411,596,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
54,104,406.3942307692308,41.89423076923077,11.507254783503184,0.6488632318282246,0.22918074283559575,400,37,413,48,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
55,84,408.4047619047619,353.67857142857144,10.341765891652821,0.2987351193377697,0.1854573389355742,404,349,414,359,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
56,103,414.3883495145631,649.8155339805825,11.451797811161432,0.2176673819226839,0.18652717304397484,409,644,421,656,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
57,108,418.8703703703704,293.72222222222223,11.726460285670077,0.27145355451126923,0.18452726216412488,413,288,425,300,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
58,118,429.0762711864407,214.78813559322035,12.257335203001883,0.15705133989187073,0.20621224991691595,423,209,436,222,False,/Users/samgreenberg/Documents/Blenny/example_plates/PXL_20251002_031609943.jpg
